   1 	     9.5576 
   2 	    18.9741 
   3 	    28.2873 
   4 	    37.6804 
   5 	    47.0382 
   6 	    56.4073 
   7 	    65.9201 
   8 	    75.2429 
   9 	    84.5238 
  10 	    94.0267 
  11 	   103.2992 
  12 	   112.7786 
  13 	   122.1233 
  14 	   131.5516 
  15 	   140.9884 
  16 	   150.2665 
  17 	   159.6966 
  18 	   169.0809 
  19 	   178.3697 
  20 	   187.8617 
  21 	   197.2634 
  22 	   206.6997 
  23 	   216.0388 
  24 	   225.3697 
  25 	   234.8887 
