   1 	    21.5623 
   2 	    30.9666 
   3 	    40.1907 
   4 	    49.6785 
   5 	    58.9878 
   6 	    68.4698 
   7 	    77.8091 
   8 	    87.0974 
   9 	    96.6367 
  10 	   105.8586 
  11 	   115.3791 
  12 	   124.6726 
  13 	   133.9613 
  14 	   143.3822 
  15 	   152.8975 
  16 	   162.2959 
  17 	   171.6911 
  18 	   181.0953 
  19 	   190.3234 
  20 	   199.7452 
  21 	   209.1071 
  22 	   218.5101 
  23 	   228.0516 
  24 	   237.2561 
  25 	   246.6512 
  26 	   256.1528 
